VARIABLE	K	M	STATISTIC	VALUE
CCN3	14	210	precisionbits	4.43872
dst_a1	14	210	min_original	3.56598e-14
dst_a1	14	210	max_original	1.95292e-07
dst_a1	14	210	mean_original	6.50608e-10
dst_a1	14	210	std_original	3.33261e-09
dst_a1	14	210	min_reconstructed	-9.73447e-10
dst_a1	14	210	max_reconstructed	1.97607e-07
dst_a1	14	210	mean_reconstructed	6.50608e-10
dst_a1	14	210	std_reconstructed	3.33178e-09
dst_a1	14	210	max_error	0.0308404
dst_a1	14	210	rms_error	0.000382016
dst_a1	14	210	correlation	0.999749
dst_a1	14	210	srr	5.48124
dst_a1	14	210	precisionbits	4.01904
dst_a3	14	210	min_original	9.76073e-22
dst_a3	14	210	max_original	4.80757e-06
dst_a3	14	210	mean_original	8.21532e-09
dst_a3	14	210	std_original	5.82361e-08
dst_a3	14	210	min_reconstructed	-2.05944e-08
dst_a3	14	210	max_reconstructed	4.82535e-06
dst_a3	14	210	mean_reconstructed	8.21532e-09
dst_a3	14	210	std_reconstructed	5.82146e-08
dst_a3	14	210	max_error	0.0284146
dst_a3	14	210	rms_error	0.000329137
dst_a3	14	210	correlation	0.999631
dst_a3	14	210	srr	5.20177
dst_a3	14	210	precisionbits	4.13722
CLDICE	14	210	min_original	0
CLDICE	14	210	max_original	7.20326e-05
CLDICE	14	210	mean_original	7.17942e-07
CLDICE	14	210	std_original	1.7575e-06
CLDICE	14	210	min_reconstructed	-3.15932e-07
CLDICE	14	210	max_reconstructed	7.17315e-05
CLDICE	14	210	mean_reconstructed	7.17942e-07
CLDICE	14	210	std_reconstructed	1.75689e-06
CLDICE	14	210	max_error	0.0201295
CLDICE	14	210	rms_error	0.000646799
CLDICE	14	210	correlation	0.999649
CLDICE	14	210	srr	5.23734
CLDICE	14	210	precisionbits	4.63454
IWC	14	210	min_original	0
IWC	14	210	max_original	4.12265e-05
IWC	14	210	mean_original	7.71055e-07
IWC	14	210	std_original	2.23987e-06
IWC	14	210	min_reconstructed	-4.00415e-07
IWC	14	210	max_reconstructed	4.14449e-05
IWC	14	210	mean_reconstructed	7.71055e-07
IWC	14	210	std_reconstructed	2.23955e-06
IWC	14	210	max_error	0.0282963
IWC	14	210	rms_error	0.000908398
IWC	14	210	correlation	0.99986
IWC	14	210	srr	5.9023
IWC	14	210	precisionbits	4.14324
CLDLIQ	14	210	min_original	4.23516e-22
CLDLIQ	14	210	max_original	0.00016955
CLDLIQ	14	210	mean_original	3.0711e-06
CLDLIQ	14	210	std_original	7.7193e-06
CLDLIQ	14	210	min_reconstructed	-1.42908e-06
CLDLIQ	14	210	max_reconstructed	0.000169695
CLDLIQ	14	210	mean_reconstructed	3.0711e-06
CLDLIQ	14	210	std_reconstructed	7.71692e-06
CLDLIQ	14	210	max_error	0.0318678
CLDLIQ	14	210	rms_error	0.00113138
CLDLIQ	14	210	correlation	0.999691
CLDLIQ	14	210	srr	5.3306
CLDLIQ	14	210	precisionbits	3.97176
DCQ	14	210	min_original	-1.92217e-07
DCQ	14	210	max_original	4.15146e-08
DCQ	14	210	mean_original	-3.7514e-09
DCQ	14	210	std_original	1.08604e-08
DCQ	14	210	min_reconstructed	-1.92463e-07
DCQ	14	210	max_reconstructed	4.13377e-08
DCQ	14	210	mean_reconstructed	-3.7514e-09
DCQ	14	210	std_reconstructed	1.0858e-08
DCQ	14	210	max_error	0.0196043
DCQ	14	210	rms_error	0.000969572
DCQ	14	210	correlation	0.999782
DCQ	14	210	srr	5.58266
DCQ	14	210	precisionbits	4.67269
T	14	210	min_original	189.082
T	14	210	max_original	303.072
T	14	210	mean_original	242.867
T	14	210	std_original	32.7865
T	14	210	min_reconstructed	189.044
T	14	210	max_reconstructed	303.001
T	14	210	mean_reconstructed	242.867
T	14	210	std_reconstructed	32.7865
T	14	210	max_error	0.00814411
T	14	210	rms_error	0.000394125
T	14	210	correlation	0.999999
T	14	210	srr	9.51133
T	14	210	precisionbits	5.94003
CMFDQ	14	210	min_original	-1.88457e-07
CMFDQ	14	210	max_original	3.40484e-08
CMFDQ	14	210	mean_original	-3.21044e-09
CMFDQ	14	210	std_original	1.04241e-08
CMFDQ	14	210	min_reconstructed	-1.87889e-07
CMFDQ	14	210	max_reconstructed	3.39299e-08
CMFDQ	14	210	mean_reconstructed	-3.21044e-09
CMFDQ	14	210	std_reconstructed	1.04228e-08
CMFDQ	14	210	max_error	0.0262446
CMFDQ	14	210	rms_error	0.000741868
CMFDQ	14	210	correlation	0.999875
CMFDQ	14	210	srr	5.9807
CMFDQ	14	210	precisionbits	4.25184
pom_a1	14	210	min_original	1.37156e-14
pom_a1	14	210	max_original	2.42032e-08
pom_a1	14	210	mean_original	1.16573e-10
pom_a1	14	210	std_original	4.27212e-10
pom_a1	14	210	min_reconstructed	-1.2067e-10
pom_a1	14	210	max_reconstructed	2.39101e-08
pom_a1	14	210	mean_reconstructed	1.16573e-10
pom_a1	14	210	std_reconstructed	4.27047e-10
pom_a1	14	210	max_error	0.0296704
pom_a1	14	210	rms_error	0.000490539
pom_a1	14	210	correlation	0.999614
pom_a1	14	210	srr	5.16924
pom_a1	14	210	precisionbits	4.07483
wat_a2	14	210	min_original	0
wat_a2	14	210	max_original	9.04323e-10
wat_a2	14	210	mean_original	5.97573e-12
wat_a2	14	210	std_original	1.39623e-11
wat_a2	14	210	min_reconstructed	-5.78412e-12
wat_a2	14	210	max_reconstructed	8.84047e-10
wat_a2	14	210	mean_reconstructed	5.97573e-12
wat_a2	14	210	std_reconstructed	1.39514e-11
wat_a2	14	210	max_error	0.0476223
wat_a2	14	210	rms_error	0.000607779
wat_a2	14	210	correlation	0.999225
wat_a2	14	210	srr	4.66693
wat_a2	14	210	precisionbits	3.39222
wat_a3	14	210	min_original	0
wat_a3	14	210	max_original	2.6321e-07
wat_a3	14	210	mean_original	1.14976e-08
wat_a3	14	210	std_original	2.89249e-08
wat_a3	14	210	min_reconstructed	-1.60037e-09
wat_a3	14	210	max_reconstructed	2.63489e-07
wat_a3	14	210	mean_reconstructed	1.14976e-08
wat_a3	14	210	std_reconstructed	2.89239e-08
wat_a3	14	210	max_error	0.0402126
wat_a3	14	210	rms_error	0.000936241
wat_a3	14	210	correlation	0.999964
wat_a3	14	210	srr	6.875
wat_a3	14	210	precisionbits	3.63621
wat_a1	14	210	min_original	0
wat_a1	14	210	max_original	2.98927e-08
wat_a1	14	210	mean_original	1.11377e-09
wat_a1	14	210	std_original	2.39132e-09
wat_a1	14	210	min_reconstructed	-2.3789e-10
wat_a1	14	210	max_reconstructed	2.93702e-08
wat_a1	14	210	mean_reconstructed	1.11377e-09
wat_a1	14	210	std_reconstructed	2.39114e-09
wat_a1	14	210	max_error	0.029995
wat_a1	14	210	rms_error	0.000983759
wat_a1	14	210	correlation	0.999924
wat_a1	14	210	srr	6.34549
wat_a1	14	210	precisionbits	4.05913
SLV	14	210	min_original	239579
SLV	14	210	max_original	608620
SLV	14	210	mean_original	354664
SLV	14	210	std_original	78501
SLV	14	210	min_reconstructed	239423
SLV	14	210	max_reconstructed	608954
SLV	14	210	mean_reconstructed	354664
SLV	14	210	std_reconstructed	78500.9
SLV	14	210	max_error	0.00297791
SLV	14	210	rms_error	0.000170478
SLV	14	210	correlation	1
SLV	14	210	srr	10.2851
SLV	14	210	precisionbits	7.39148
DMS	14	210	min_original	0
DMS	14	210	max_original	1.59842e-09
DMS	14	210	mean_original	3.02511e-11
DMS	14	210	std_original	8.78583e-11
DMS	14	210	min_reconstructed	-1.33091e-11
DMS	14	210	max_reconstructed	1.59752e-09
DMS	14	210	mean_reconstructed	3.02511e-11
DMS	14	210	std_reconstructed	8.78532e-11
DMS	14	210	max_error	0.0379048
DMS	14	210	rms_error	0.000590897
DMS	14	210	correlation	0.999942
DMS	14	210	srr	6.53948
DMS	14	210	precisionbits	3.72148
CLDFSNOW	14	210	min_original	6.93889e-18
CLDFSNOW	14	210	max_original	0.719323
CLDFSNOW	14	210	mean_original	0.0607795
CLDFSNOW	14	210	std_original	0.0894278
CLDFSNOW	14	210	min_reconstructed	-0.00386012
CLDFSNOW	14	210	max_reconstructed	0.719995
CLDFSNOW	14	210	mean_reconstructed	0.0607795
CLDFSNOW	14	210	std_reconstructed	0.0894226
CLDFSNOW	14	210	max_error	0.0236149
CLDFSNOW	14	210	rms_error	0.0013491
CLDFSNOW	14	210	correlation	0.999941
CLDFSNOW	14	210	srr	6.52594
CLDFSNOW	14	210	precisionbits	4.40416
DTV	14	210	min_original	-0.000232191
DTV	14	210	max_original	0.00041373
DTV	14	210	mean_original	4.45256e-06
DTV	14	210	std_original	1.67765e-05
DTV	14	210	min_reconstructed	-0.000232074
DTV	14	210	max_reconstructed	0.000413681
DTV	14	210	mean_reconstructed	4.45256e-06
DTV	14	210	std_reconstructed	1.67695e-05
DTV	14	210	max_error	0.0261769
DTV	14	210	rms_error	0.000754278
DTV	14	210	correlation	0.999578
DTV	14	210	srr	5.10578
DTV	14	210	precisionbits	4.25556
H2O2	14	210	min_original	9.43771e-13
H2O2	14	210	max_original	3.55469e-09
H2O2	14	210	mean_original	2.0515e-10
H2O2	14	210	std_original	2.89616e-10
H2O2	14	210	min_reconstructed	-4.04767e-13
H2O2	14	210	max_reconstructed	3.56637e-09
H2O2	14	210	mean_reconstructed	2.0515e-10
H2O2	14	210	std_reconstructed	2.89605e-10
H2O2	14	210	max_error	0.0222456
H2O2	14	210	rms_error	0.000719652
H2O2	14	210	correlation	0.999961
H2O2	14	210	srr	6.82329
H2O2	14	210	precisionbits	4.49033
ANRAIN	14	210	min_original	0
ANRAIN	14	210	max_original	53829.5
ANRAIN	14	210	mean_original	845.417
ANRAIN	14	210	std_original	2542.07
ANRAIN	14	210	min_reconstructed	-839.152
ANRAIN	14	210	max_reconstructed	53853.1
ANRAIN	14	210	mean_reconstructed	845.417
ANRAIN	14	210	std_reconstructed	2540.92
ANRAIN	14	210	max_error	0.0870366
ANRAIN	14	210	rms_error	0.00142225
ANRAIN	14	210	correlation	0.999546
ANRAIN	14	210	srr	5.05328
ANRAIN	14	210	precisionbits	2.52223
dgnd_a03	14	210	min_original	1.00004e-06
dgnd_a03	14	210	max_original	3.78263e-06
dgnd_a03	14	210	mean_original	1.22267e-06
dgnd_a03	14	210	std_original	2.22918e-07
dgnd_a03	14	210	min_reconstructed	9.86302e-07
dgnd_a03	14	210	max_reconstructed	3.78748e-06
dgnd_a03	14	210	mean_reconstructed	1.22267e-06
dgnd_a03	14	210	std_reconstructed	2.22888e-07
dgnd_a03	14	210	max_error	0.0217627
dgnd_a03	14	210	rms_error	0.00132217
dgnd_a03	14	210	correlation	0.999864
dgnd_a03	14	210	srr	5.92104
dgnd_a03	14	210	precisionbits	4.522
FREQL	14	210	min_original	0
FREQL	14	210	max_original	0.86016
FREQL	14	210	mean_original	0.0468375
FREQL	14	210	std_original	0.104814
FREQL	14	210	min_reconstructed	-0.00814565
FREQL	14	210	max_reconstructed	0.860578
FREQL	14	210	mean_reconstructed	0.0468375
FREQL	14	210	std_reconstructed	0.10481
FREQL	14	210	max_error	0.0248715
FREQL	14	210	rms_error	0.00111088
FREQL	14	210	correlation	0.999958
FREQL	14	210	srr	6.7773
FREQL	14	210	precisionbits	4.32937
ICIMR	14	210	min_original	0
ICIMR	14	210	max_original	0.00012157
ICIMR	14	210	mean_original	2.08026e-06
ICIMR	14	210	std_original	5.65876e-06
ICIMR	14	210	min_reconstructed	-1.79199e-06
ICIMR	14	210	max_reconstructed	0.000121486
ICIMR	14	210	mean_reconstructed	2.08026e-06
ICIMR	14	210	std_reconstructed	5.65767e-06
ICIMR	14	210	max_error	0.0598945
ICIMR	14	210	rms_error	0.000915479
ICIMR	14	210	correlation	0.999807
ICIMR	14	210	srr	5.66802
ICIMR	14	210	precisionbits	3.06143
Z3	14	210	min_original	41.1775
Z3	14	210	max_original	37654.4
Z3	14	210	mean_original	11238.9
Z3	14	210	std_original	10065.7
Z3	14	210	min_reconstructed	28.9006
Z3	14	210	max_reconstructed	37659.1
Z3	14	210	mean_reconstructed	11238.9
Z3	14	210	std_reconstructed	10065.7
Z3	14	210	max_error	0.00240371
Z3	14	210	rms_error	0.000132271
Z3	14	210	correlation	1
Z3	14	210	srr	10.9824
Z3	14	210	precisionbits	7.70052
WSUB	14	210	min_original	0.2
WSUB	14	210	max_original	1.30369
WSUB	14	210	mean_original	0.245025
WSUB	14	210	std_original	0.0820812
WSUB	14	210	min_reconstructed	0.191239
WSUB	14	210	max_reconstructed	1.30591
WSUB	14	210	mean_reconstructed	0.245025
WSUB	14	210	std_reconstructed	0.0820749
WSUB	14	210	max_error	0.0196725
WSUB	14	210	rms_error	0.000927695
WSUB	14	210	correlation	0.999922
WSUB	14	210	srr	6.32493
WSUB	14	210	precisionbits	4.66767
FREQS	14	210	min_original	0
FREQS	14	210	max_original	0.940525
FREQS	14	210	mean_original	0.0930056
FREQS	14	210	std_original	0.156255
FREQS	14	210	min_reconstructed	-0.013431
FREQS	14	210	max_reconstructed	0.946596
FREQS	14	210	mean_reconstructed	0.0930056
FREQS	14	210	std_reconstructed	0.156247
FREQS	14	210	max_error	0.0364129
FREQS	14	210	rms_error	0.00166464
FREQS	14	210	correlation	0.99995
FREQS	14	210	srr	6.64101
FREQS	14	210	precisionbits	3.77941
AQSNOW	14	210	min_original	0
AQSNOW	14	210	max_original	0.00024403
AQSNOW	14	210	mean_original	3.16677e-06
AQSNOW	14	210	std_original	6.6366e-06
AQSNOW	14	210	min_reconstructed	-3.7687e-06
AQSNOW	14	210	max_reconstructed	0.000240875
AQSNOW	14	210	mean_reconstructed	3.16677e-06
AQSNOW	14	210	std_reconstructed	6.63417e-06
AQSNOW	14	210	max_error	0.0262013
AQSNOW	14	210	rms_error	0.000736561
AQSNOW	14	210	correlation	0.999633
AQSNOW	14	210	srr	5.20644
AQSNOW	14	210	precisionbits	4.25422
NUMICE	14	210	min_original	0
NUMICE	14	210	max_original	854591
NUMICE	14	210	mean_original	6914.6
NUMICE	14	210	std_original	20217.7
NUMICE	14	210	min_reconstructed	-6748.44
NUMICE	14	210	max_reconstructed	851567
NUMICE	14	210	mean_reconstructed	6914.6
NUMICE	14	210	std_reconstructed	20210
NUMICE	14	210	max_error	0.0266658
NUMICE	14	210	rms_error	0.000649381
NUMICE	14	210	correlation	0.999623
NUMICE	14	210	srr	5.1871
NUMICE	14	210	precisionbits	4.22886
Q	14	210	min_original	1.24165e-06
Q	14	210	max_original	0.0183988
Q	14	210	mean_original	0.00258097
Q	14	210	std_original	0.00426885
Q	14	210	min_reconstructed	1.24119e-06
Q	14	210	max_reconstructed	0.0183908
Q	14	210	mean_reconstructed	0.00258097
Q	14	210	std_reconstructed	0.00426884
Q	14	210	max_error	0.0172538
Q	14	210	rms_error	0.000511206
Q	14	210	correlation	0.999998
Q	14	210	srr	8.82621
Q	14	210	precisionbits	4.85694
VQ	14	210	min_original	-0.092088
VQ	14	210	max_original	0.107227
VQ	14	210	mean_original	0.000428235
VQ	14	210	std_original	0.0100806
VQ	14	210	min_reconstructed	-0.0921703
VQ	14	210	max_reconstructed	0.107532
VQ	14	210	mean_reconstructed	0.000428235
VQ	14	210	std_reconstructed	0.01008
VQ	14	210	max_error	0.0112834
VQ	14	210	rms_error	0.000556652
VQ	14	210	correlation	0.999939
VQ	14	210	srr	6.50554
VQ	14	210	precisionbits	5.46966
UU	14	210	min_original	0.726122
UU	14	210	max_original	5151.92
UU	14	210	mean_original	336.572
UU	14	210	std_original	465.964
UU	14	210	min_reconstructed	-9.84707
UU	14	210	max_reconstructed	5153.06
UU	14	210	mean_reconstructed	336.572
UU	14	210	std_reconstructed	465.944
UU	14	210	max_error	0.0277636
UU	14	210	rms_error	0.000840835
UU	14	210	correlation	0.999957
UU	14	210	srr	6.74927
UU	14	210	precisionbits	4.17066
WTKE	14	210	min_original	0.2
WTKE	14	210	max_original	1.30369
WTKE	14	210	mean_original	0.245025
WTKE	14	210	std_original	0.0820812
WTKE	14	210	min_reconstructed	0.191239
WTKE	14	210	max_reconstructed	1.30591
WTKE	14	210	mean_reconstructed	0.245025
WTKE	14	210	std_reconstructed	0.0820749
WTKE	14	210	max_error	0.0196725
WTKE	14	210	rms_error	0.000927695
WTKE	14	210	correlation	0.999922
WTKE	14	210	srr	6.32493
WTKE	14	210	precisionbits	4.66767
num_a2	14	210	min_original	1.51736e+06
num_a2	14	210	max_original	7.84934e+09
num_a2	14	210	mean_original	1.62863e+08
num_a2	14	210	std_original	1.61637e+08
num_a2	14	210	min_reconstructed	-6.28423e+07
num_a2	14	210	max_reconstructed	7.85925e+09
num_a2	14	210	mean_reconstructed	1.62863e+08
num_a2	14	210	std_reconstructed	1.61529e+08
num_a2	14	210	max_error	0.0406524
num_a2	14	210	rms_error	0.000751186
num_a2	14	210	correlation	0.999335
num_a2	14	210	srr	4.77708
num_a2	14	210	precisionbits	3.62051
num_a3	14	210	min_original	1.8269e-05
num_a3	14	210	max_original	7.57759e+07
num_a3	14	210	mean_original	454517
num_a3	14	210	std_original	1.37612e+06
num_a3	14	210	min_reconstructed	-242367
num_a3	14	210	max_reconstructed	7.669e+07
num_a3	14	210	mean_reconstructed	454517
num_a3	14	210	std_reconstructed	1.37583e+06
num_a3	14	210	max_error	0.0317266
num_a3	14	210	rms_error	0.000369839
num_a3	14	210	correlation	0.999793
num_a3	14	210	srr	5.61775
num_a3	14	210	precisionbits	3.97816
num_a1	14	210	min_original	802563
num_a1	14	210	max_original	1.27248e+10
num_a1	14	210	mean_original	9.29036e+07
num_a1	14	210	std_original	2.23938e+08
num_a1	14	210	min_reconstructed	-6.37888e+07
num_a1	14	210	max_reconstructed	1.27402e+10
num_a1	14	210	mean_reconstructed	9.29036e+07
num_a1	14	210	std_reconstructed	2.23855e+08
num_a1	14	210	max_error	0.0386637
num_a1	14	210	rms_error	0.000480182
num_a1	14	210	correlation	0.999628
num_a1	14	210	srr	5.19582
num_a1	14	210	precisionbits	3.69287
ANSNOW	14	210	min_original	0
ANSNOW	14	210	max_original	255200
ANSNOW	14	210	mean_original	1353.14
ANSNOW	14	210	std_original	4425.36
ANSNOW	14	210	min_reconstructed	-2970.31
ANSNOW	14	210	max_reconstructed	257384
ANSNOW	14	210	mean_reconstructed	1353.14
ANSNOW	14	210	std_reconstructed	4412.37
ANSNOW	14	210	max_error	0.0766754
ANSNOW	14	210	rms_error	0.00132788
ANSNOW	14	210	correlation	0.997064
ANSNOW	14	210	srr	3.70697
ANSNOW	14	210	precisionbits	2.70509
FREQI	14	210	min_original	0
FREQI	14	210	max_original	0.88516
FREQI	14	210	mean_original	0.0555143
FREQI	14	210	std_original	0.0945655
FREQI	14	210	min_reconstructed	-0.00806887
FREQI	14	210	max_reconstructed	0.886484
FREQI	14	210	mean_reconstructed	0.0555143
FREQI	14	210	std_reconstructed	0.0945584
FREQI	14	210	max_error	0.0298608
FREQI	14	210	rms_error	0.00131496
FREQI	14	210	correlation	0.999924
FREQI	14	210	srr	6.34421
FREQI	14	210	precisionbits	4.0656
TOT_CLD_VISTAU	14	210	min_original	0
TOT_CLD_VISTAU	14	210	max_original	19.4941
TOT_CLD_VISTAU	14	210	mean_original	0.306793
TOT_CLD_VISTAU	14	210	std_original	0.702205
TOT_CLD_VISTAU	14	210	min_reconstructed	-0.28758
TOT_CLD_VISTAU	14	210	max_reconstructed	19.5211
TOT_CLD_VISTAU	14	210	mean_reconstructed	0.306793
TOT_CLD_VISTAU	14	210	std_reconstructed	0.701786
TOT_CLD_VISTAU	14	210	max_error	0.0612906
TOT_CLD_VISTAU	14	210	rms_error	0.00124398
TOT_CLD_VISTAU	14	210	correlation	0.999404
TOT_CLD_VISTAU	14	210	srr	4.85582
TOT_CLD_VISTAU	14	210	precisionbits	3.02819
ABSORB	14	210	min_original	9.67492e-13
ABSORB	14	210	max_original	0.000438466
ABSORB	14	210	mean_original	9.29679e-07
ABSORB	14	210	std_original	4.72151e-06
ABSORB	14	210	min_reconstructed	-1.18314e-06
ABSORB	14	210	max_reconstructed	0.000432373
ABSORB	14	210	mean_reconstructed	9.29679e-07
ABSORB	14	210	std_reconstructed	4.71994e-06
ABSORB	14	210	max_error	0.0226666
ABSORB	14	210	rms_error	0.000277514
ABSORB	14	210	correlation	0.999668
ABSORB	14	210	srr	5.27808
ABSORB	14	210	precisionbits	4.46329
dgnd_a02	14	210	min_original	1.98504e-08
dgnd_a02	14	210	max_original	5.24956e-08
dgnd_a02	14	210	mean_original	3.46611e-08
dgnd_a02	14	210	std_original	4.91539e-09
dgnd_a02	14	210	min_reconstructed	1.97715e-08
dgnd_a02	14	210	max_reconstructed	5.2539e-08
dgnd_a02	14	210	mean_reconstructed	3.46611e-08
dgnd_a02	14	210	std_reconstructed	4.91528e-09
dgnd_a02	14	210	max_error	0.0221818
dgnd_a02	14	210	rms_error	0.00099743
dgnd_a02	14	210	correlation	0.999978
dgnd_a02	14	210	srr	7.238
dgnd_a02	14	210	precisionbits	4.49448
VD01	14	210	min_original	-1.67312e-07
VD01	14	210	max_original	2.01814e-07
VD01	14	210	mean_original	4.65942e-09
VD01	14	210	std_original	1.33945e-08
VD01	14	210	min_reconstructed	-1.67395e-07
VD01	14	210	max_reconstructed	2.01204e-07
VD01	14	210	mean_reconstructed	4.65942e-09
VD01	14	210	std_reconstructed	1.33919e-08
VD01	14	210	max_error	0.0231744
VD01	14	210	rms_error	0.000725805
VD01	14	210	correlation	0.9998
VD01	14	210	srr	5.64373
VD01	14	210	precisionbits	4.43132
TOT_ICLD_VISTAU	14	210	min_original	0
TOT_ICLD_VISTAU	14	210	max_original	67.5472
TOT_ICLD_VISTAU	14	210	mean_original	1.36954
TOT_ICLD_VISTAU	14	210	std_original	2.7199
TOT_ICLD_VISTAU	14	210	min_reconstructed	-1.6676
TOT_ICLD_VISTAU	14	210	max_reconstructed	67.6472
TOT_ICLD_VISTAU	14	210	mean_reconstructed	1.36954
TOT_ICLD_VISTAU	14	210	std_reconstructed	2.71814
TOT_ICLD_VISTAU	14	210	max_error	0.0875064
TOT_ICLD_VISTAU	14	210	rms_error	0.00144984
TOT_ICLD_VISTAU	14	210	correlation	0.999352
TOT_ICLD_VISTAU	14	210	srr	4.79562
TOT_ICLD_VISTAU	14	210	precisionbits	2.51447
dgnd_a01	14	210	min_original	4.92289e-08
dgnd_a01	14	210	max_original	3.64792e-07
dgnd_a01	14	210	mean_original	1.35156e-07
dgnd_a01	14	210	std_original	3.44591e-08
dgnd_a01	14	210	min_reconstructed	4.92292e-08
dgnd_a01	14	210	max_reconstructed	3.65922e-07
dgnd_a01	14	210	mean_reconstructed	1.35156e-07
dgnd_a01	14	210	std_reconstructed	3.4458e-08
dgnd_a01	14	210	max_error	0.0208305
dgnd_a01	14	210	rms_error	0.000871973
dgnd_a01	14	210	correlation	0.999968
dgnd_a01	14	210	srr	6.96846
dgnd_a01	14	210	precisionbits	4.58516
soa_a2	14	210	min_original	6.38432e-21
soa_a2	14	210	max_original	5.94177e-11
soa_a2	14	210	mean_original	1.80749e-12
soa_a2	14	210	std_original	1.70821e-12
soa_a2	14	210	min_reconstructed	-5.31262e-13
soa_a2	14	210	max_reconstructed	5.9347e-11
soa_a2	14	210	mean_reconstructed	1.80749e-12
soa_a2	14	210	std_reconstructed	1.70739e-12
soa_a2	14	210	max_error	0.0394887
soa_a2	14	210	rms_error	0.000889929
soa_a2	14	210	correlation	0.999521
soa_a2	14	210	srr	5.01369
soa_a2	14	210	precisionbits	3.66242
soa_a1	14	210	min_original	7.33149e-15
soa_a1	14	210	max_original	1.71704e-08
soa_a1	14	210	mean_original	2.09364e-10
soa_a1	14	210	std_original	5.82626e-10
soa_a1	14	210	min_reconstructed	-1.04218e-10
soa_a1	14	210	max_reconstructed	1.71915e-08
soa_a1	14	210	mean_reconstructed	2.09364e-10
soa_a1	14	210	std_reconstructed	5.82526e-10
soa_a1	14	210	max_error	0.0269254
soa_a1	14	210	rms_error	0.000627809
soa_a1	14	210	correlation	0.999829
soa_a1	14	210	srr	5.75618
soa_a1	14	210	precisionbits	4.21489
AREL	14	210	min_original	0
AREL	14	210	max_original	9.03571
AREL	14	210	mean_original	0.44885
AREL	14	210	std_original	0.997112
AREL	14	210	min_reconstructed	-0.112667
AREL	14	210	max_reconstructed	9.21805
AREL	14	210	mean_reconstructed	0.44885
AREL	14	210	std_reconstructed	0.997058
AREL	14	210	max_error	0.0294001
AREL	14	210	rms_error	0.00114944
AREL	14	210	correlation	0.999946
AREL	14	210	srr	6.58504
AREL	14	210	precisionbits	4.08804
AREI	14	210	min_original	0
AREI	14	210	max_original	62.891
AREI	14	210	mean_original	4.31814
AREI	14	210	std_original	7.50973
AREI	14	210	min_reconstructed	-0.64634
AREI	14	210	max_reconstructed	62.7335
AREI	14	210	mean_reconstructed	4.31814
AREI	14	210	std_reconstructed	7.50918
AREI	14	210	max_error	0.048368
AREI	14	210	rms_error	0.00144787
AREI	14	210	correlation	0.999926
AREI	14	210	srr	6.36584
AREI	14	210	precisionbits	3.3698
OMEGA	14	210	min_original	-1.00316
OMEGA	14	210	max_original	0.828433
OMEGA	14	210	mean_original	-0.000671521
OMEGA	14	210	std_original	0.0285833
OMEGA	14	210	min_reconstructed	-0.994799
OMEGA	14	210	max_reconstructed	0.825779
OMEGA	14	210	mean_reconstructed	-0.000671521
OMEGA	14	210	std_reconstructed	0.0285675
OMEGA	14	210	max_error	0.0121375
OMEGA	14	210	rms_error	0.00051812
OMEGA	14	210	correlation	0.999449
OMEGA	14	210	srr	4.91264
OMEGA	14	210	precisionbits	5.36438
RELHUM	14	210	min_original	0.0059569
RELHUM	14	210	max_original	130.875
RELHUM	14	210	mean_original	47.3473
RELHUM	14	210	std_original	31.957
RELHUM	14	210	min_reconstructed	-0.586623
RELHUM	14	210	max_reconstructed	130.727
RELHUM	14	210	mean_reconstructed	47.3473
RELHUM	14	210	std_reconstructed	31.9567
RELHUM	14	210	max_error	0.0164667
RELHUM	14	210	rms_error	0.00113188
RELHUM	14	210	correlation	0.999989
RELHUM	14	210	srr	7.75315
RELHUM	14	210	precisionbits	4.92431
bc_a1	14	210	min_original	1.73846e-15
bc_a1	14	210	max_original	2.77532e-09
bc_a1	14	210	mean_original	1.73599e-11
bc_a1	14	210	std_original	6.13829e-11
bc_a1	14	210	min_reconstructed	-1.72028e-11
bc_a1	14	210	max_reconstructed	2.73488e-09
bc_a1	14	210	mean_reconstructed	1.73599e-11
bc_a1	14	210	std_reconstructed	6.13653e-11
bc_a1	14	210	max_error	0.027563
bc_a1	14	210	rms_error	0.000529488
bc_a1	14	210	correlation	0.999713
bc_a1	14	210	srr	5.38444
bc_a1	14	210	precisionbits	4.18112
FICE	14	210	min_original	0
FICE	14	210	max_original	0.999715
FICE	14	210	mean_original	0.24578
FICE	14	210	std_original	0.29576
FICE	14	210	min_reconstructed	-0.0218429
FICE	14	210	max_reconstructed	1.00144
FICE	14	210	mean_reconstructed	0.24578
FICE	14	210	std_reconstructed	0.295757
FICE	14	210	max_error	0.048763
FICE	14	210	rms_error	0.00151016
FICE	14	210	correlation	0.999987
FICE	14	210	srr	7.614
FICE	14	210	precisionbits	3.35807
AWNC	14	210	min_original	0
AWNC	14	210	max_original	2.39333e+08
AWNC	14	210	mean_original	4.48514e+06
AWNC	14	210	std_original	1.18331e+07
AWNC	14	210	min_reconstructed	-2.62435e+06
AWNC	14	210	max_reconstructed	2.38317e+08
AWNC	14	210	mean_reconstructed	4.48514e+06
AWNC	14	210	std_reconstructed	1.18294e+07
AWNC	14	210	max_error	0.0567587
AWNC	14	210	rms_error	0.00124142
AWNC	14	210	correlation	0.999685
AWNC	14	210	srr	5.31568
AWNC	14	210	precisionbits	3.13901
DTCOND	14	210	min_original	-0.000169804
DTCOND	14	210	max_original	0.000340467
