VARIABLE	K	M	STATISTIC	VALUE
ICLDTWP	3	70	min_reconstructed	-0.000255541
ICLDTWP	3	70	max_reconstructed	0.207302
ICLDTWP	3	70	mean_reconstructed	0.00628382
ICLDTWP	3	70	std_reconstructed	0.0135678
ICLDTWP	3	70	max_error	0.0252815
ICLDTWP	3	70	rms_error	0.00034292
ICLDTWP	3	70	correlation	0.999986
ICLDTWP	3	70	srr	7.57628
ICLDTWP	3	70	precisionbits	4.30577
so4_a1	3	70	min_original	1.05459e-13
so4_a1	3	70	max_original	7.74072e-09
so4_a1	3	70	mean_original	2.88004e-10
so4_a1	3	70	std_original	5.39813e-10
so4_a1	3	70	min_reconstructed	-2.0688e-13
so4_a1	3	70	max_reconstructed	7.74042e-09
so4_a1	3	70	mean_reconstructed	2.88004e-10
so4_a1	3	70	std_reconstructed	5.39813e-10
so4_a1	3	70	max_error	0.00281748
so4_a1	3	70	rms_error	5.61022e-05
so4_a1	3	70	correlation	1
so4_a1	3	70	srr	10.2797
so4_a1	3	70	precisionbits	7.47138
so4_a2	3	70	min_original	3.03918e-14
so4_a2	3	70	max_original	6.92143e-10
so4_a2	3	70	mean_original	8.88842e-12
so4_a2	3	70	std_original	8.45485e-12
so4_a2	3	70	min_reconstructed	-5.74388e-12
so4_a2	3	70	max_reconstructed	6.94183e-10
so4_a2	3	70	mean_reconstructed	8.88842e-12
so4_a2	3	70	std_reconstructed	8.40707e-12
so4_a2	3	70	max_error	0.117375
so4_a2	3	70	rms_error	0.00129686
so4_a2	3	70	correlation	0.994349
so4_a2	3	70	srr	3.23568
so4_a2	3	70	precisionbits	2.0908
so4_a3	3	70	min_original	1.39714e-18
so4_a3	3	70	max_original	6.22364e-10
so4_a3	3	70	mean_original	6.56969e-12
so4_a3	3	70	std_original	2.5158e-11
so4_a3	3	70	min_reconstructed	-7.11994e-12
so4_a3	3	70	max_reconstructed	6.2228e-10
so4_a3	3	70	mean_reconstructed	6.56969e-12
so4_a3	3	70	std_reconstructed	2.51571e-11
so4_a3	3	70	max_error	0.0348911
so4_a3	3	70	rms_error	0.000331943
so4_a3	3	70	correlation	0.999966
so4_a3	3	70	srr	6.92811
so4_a3	3	70	precisionbits	3.841
QRL	3	70	min_original	-9.41281e-05
QRL	3	70	max_original	2.64461e-05
QRL	3	70	mean_original	-1.72717e-05
QRL	3	70	std_original	1.18491e-05
QRL	3	70	min_reconstructed	-9.41243e-05
QRL	3	70	max_reconstructed	2.64459e-05
QRL	3	70	mean_reconstructed	-1.72717e-05
QRL	3	70	std_reconstructed	1.18491e-05
QRL	3	70	max_error	0.00084184
QRL	3	70	rms_error	1.18183e-05
QRL	3	70	correlation	1
QRL	3	70	srr	13.0215
QRL	3	70	precisionbits	9.21417
QRS	3	70	min_original	1.30266e-06
QRS	3	70	max_original	8.68339e-05
QRS	3	70	mean_original	9.59774e-06
QRS	3	70	std_original	9.92573e-06
QRS	3	70	min_reconstructed	1.31391e-06
QRS	3	70	max_reconstructed	8.68565e-05
QRS	3	70	mean_reconstructed	9.59774e-06
QRS	3	70	std_reconstructed	9.92573e-06
QRS	3	70	max_error	0.00423599
QRS	3	70	rms_error	7.48529e-05
QRS	3	70	correlation	1
QRS	3	70	srr	10.5984
QRS	3	70	precisionbits	6.88309
OMEGAT	3	70	min_original	-273.641
OMEGAT	3	70	max_original	201.497
OMEGAT	3	70	mean_original	-0.241871
OMEGAT	3	70	std_original	7.57238
OMEGAT	3	70	min_reconstructed	-278.719
OMEGAT	3	70	max_reconstructed	201.394
OMEGAT	3	70	mean_reconstructed	-0.241871
OMEGAT	3	70	std_reconstructed	7.57063
OMEGAT	3	70	max_error	0.014561
OMEGAT	3	70	rms_error	0.000342967
OMEGAT	3	70	correlation	0.999768
OMEGAT	3	70	srr	5.53819
OMEGAT	3	70	precisionbits	5.10175
EXTINCT	3	70	min_original	1.05884e-11
EXTINCT	3	70	max_original	0.00257961
EXTINCT	3	70	mean_original	1.90591e-05
EXTINCT	3	70	std_original	4.32942e-05
EXTINCT	3	70	min_reconstructed	-1.02529e-05
EXTINCT	3	70	max_reconstructed	0.00252059
EXTINCT	3	70	mean_reconstructed	1.90591e-05
EXTINCT	3	70	std_reconstructed	4.32572e-05
EXTINCT	3	70	max_error	0.0454014
EXTINCT	3	70	rms_error	0.000693779
EXTINCT	3	70	correlation	0.999145
EXTINCT	3	70	srr	4.5964
EXTINCT	3	70	precisionbits	3.46112
CLOUD	3	70	min_original	1.38778e-17
CLOUD	3	70	max_original	0.895483
CLOUD	3	70	mean_original	0.112791
CLOUD	3	70	std_original	0.124784
CLOUD	3	70	min_reconstructed	-0.00270144
CLOUD	3	70	max_reconstructed	0.895576
CLOUD	3	70	mean_reconstructed	0.112791
CLOUD	3	70	std_reconstructed	0.124783
CLOUD	3	70	max_error	0.0252482
CLOUD	3	70	rms_error	0.000564409
CLOUD	3	70	correlation	0.999992
CLOUD	3	70	srr	7.94774
CLOUD	3	70	precisionbits	4.30768
FREQR	3	70	min_original	0
FREQR	3	70	max_original	0.968037
FREQR	3	70	mean_original	0.0644614
FREQR	3	70	std_original	0.119078
FREQR	3	70	min_reconstructed	-0.00211489
FREQR	3	70	max_reconstructed	0.96803
FREQR	3	70	mean_reconstructed	0.0644614
FREQR	3	70	std_reconstructed	0.119078
FREQR	3	70	max_error	0.00239377
FREQR	3	70	rms_error	3.00786e-05
FREQR	3	70	correlation	1
FREQR	3	70	srr	11.9977
FREQR	3	70	precisionbits	7.7065
SO2	3	70	min_original	3.78173e-17
SO2	3	70	max_original	2.89686e-08
SO2	3	70	mean_original	1.48396e-10
SO2	3	70	std_original	6.63667e-10
SO2	3	70	min_reconstructed	-2.07399e-10
SO2	3	70	max_reconstructed	2.89628e-08
SO2	3	70	mean_reconstructed	1.48396e-10
SO2	3	70	std_reconstructed	6.6355e-10
SO2	3	70	max_error	0.0604714
SO2	3	70	rms_error	0.000430524
SO2	3	70	correlation	0.999823
SO2	3	70	srr	5.73373
SO2	3	70	precisionbits	3.0476
VT	3	70	min_original	-4583.83
VT	3	70	max_original	5018.16
VT	3	70	mean_original	3.6991
VT	3	70	std_original	524.52
VT	3	70	min_reconstructed	-4583.72
VT	3	70	max_reconstructed	5018.35
VT	3	70	mean_reconstructed	3.6991
VT	3	70	std_reconstructed	524.519
VT	3	70	max_error	0.00355659
VT	3	70	rms_error	6.01424e-05
VT	3	70	correlation	0.999999
VT	3	70	srr	9.82699
VT	3	70	precisionbits	7.13529
VU	3	70	min_original	-928.716
VU	3	70	max_original	931.203
VU	3	70	mean_original	-0.499133
VU	3	70	std_original	67.8689
VU	3	70	min_reconstructed	-928.717
VU	3	70	max_reconstructed	931.204
VU	3	70	mean_reconstructed	-0.499133
VU	3	70	std_reconstructed	67.8689
VU	3	70	max_error	0.000204075
VU	3	70	rms_error	3.3029e-06
VU	3	70	correlation	1
VU	3	70	srr	13.4315
VU	3	70	precisionbits	11.2586
VV	3	70	min_original	0.551784
VV	3	70	max_original	1535.09
VV	3	70	mean_original	68.4764
VV	3	70	std_original	78.7074
VV	3	70	min_reconstructed	0.597153
VV	3	70	max_reconstructed	1535.08
VV	3	70	mean_reconstructed	68.4764
VV	3	70	std_reconstructed	78.7074
VV	3	70	max_error	0.00202323
VV	3	70	rms_error	2.96219e-05
VV	3	70	correlation	1
VV	3	70	srr	10.7578
VV	3	70	precisionbits	7.94912
U	3	70	min_original	-25.5835
U	3	70	max_original	54.481
U	3	70	mean_original	6.39345
U	3	70	std_original	12.1973
U	3	70	min_reconstructed	-25.5833
U	3	70	max_reconstructed	54.481
U	3	70	mean_reconstructed	6.39345
U	3	70	std_reconstructed	12.1973
U	3	70	max_error	0.000378981
U	3	70	rms_error	3.76326e-06
U	3	70	correlation	1
U	3	70	srr	15.305
U	3	70	precisionbits	10.3656
CMFDT	3	70	min_original	-2.48298e-05
CMFDT	3	70	max_original	0.000243036
CMFDT	3	70	mean_original	5.91625e-06
CMFDT	3	70	std_original	1.69301e-05
CMFDT	3	70	min_reconstructed	-1.91774e-05
CMFDT	3	70	max_reconstructed	0.000243019
CMFDT	3	70	mean_reconstructed	5.91625e-06
CMFDT	3	70	std_reconstructed	1.69285e-05
CMFDT	3	70	max_error	0.0281448
CMFDT	3	70	rms_error	0.000850748
CMFDT	3	70	correlation	0.999909
CMFDT	3	70	srr	6.21513
CMFDT	3	70	precisionbits	4.15099
AQRAIN	3	70	min_original	0
AQRAIN	3	70	max_original	0.000228656
AQRAIN	3	70	mean_original	1.94794e-06
AQRAIN	3	70	std_original	4.64017e-06
AQRAIN	3	70	min_reconstructed	-5.1076e-07
AQRAIN	3	70	max_reconstructed	0.000228579
AQRAIN	3	70	mean_reconstructed	1.94794e-06
AQRAIN	3	70	std_reconstructed	4.63992e-06
AQRAIN	3	70	max_error	0.0107562
AQRAIN	3	70	rms_error	0.000213477
AQRAIN	3	70	correlation	0.999945
AQRAIN	3	70	srr	6.57078
AQRAIN	3	70	precisionbits	5.53869
QT	3	70	min_original	1.24165e-06
QT	3	70	max_original	0.0185206
QT	3	70	mean_original	0.0025933
QT	3	70	std_original	0.00428874
QT	3	70	min_reconstructed	9.08128e-07
QT	3	70	max_reconstructed	0.0185201
QT	3	70	mean_reconstructed	0.0025933
QT	3	70	std_reconstructed	0.00428874
QT	3	70	max_error	0.00191436
QT	3	70	rms_error	3.77962e-05
QT	3	70	correlation	1
QT	3	70	srr	12.581
QT	3	70	precisionbits	8.02893
dgnw_a02	3	70	min_original	2.33851e-08
dgnw_a02	3	70	max_original	8.80724e-08
dgnw_a02	3	70	mean_original	4.03716e-08
dgnw_a02	3	70	std_original	1.18482e-08
dgnw_a02	3	70	min_reconstructed	2.3334e-08
dgnw_a02	3	70	max_reconstructed	8.8064e-08
dgnw_a02	3	70	mean_reconstructed	4.03716e-08
dgnw_a02	3	70	std_reconstructed	1.18482e-08
dgnw_a02	3	70	max_error	0.00600137
dgnw_a02	3	70	rms_error	0.000102422
dgnw_a02	3	70	correlation	1
dgnw_a02	3	70	srr	10.8044
dgnw_a02	3	70	precisionbits	6.38049
dgnw_a03	3	70	min_original	1.00006e-06
dgnw_a03	3	70	max_original	4.44914e-06
dgnw_a03	3	70	mean_original	1.5659e-06
dgnw_a03	3	70	std_original	6.79075e-07
dgnw_a03	3	70	min_reconstructed	1.00004e-06
dgnw_a03	3	70	max_reconstructed	4.44886e-06
dgnw_a03	3	70	mean_reconstructed	1.5659e-06
dgnw_a03	3	70	std_reconstructed	6.79074e-07
dgnw_a03	3	70	max_error	0.00387445
dgnw_a03	3	70	rms_error	5.5322e-05
dgnw_a03	3	70	correlation	1
dgnw_a03	3	70	srr	11.7972
dgnw_a03	3	70	precisionbits	7.01179
SOAG	3	70	min_original	3.37808e-20
SOAG	3	70	max_original	2.14354e-09
SOAG	3	70	mean_original	2.86189e-11
SOAG	3	70	std_original	8.6735e-11
SOAG	3	70	min_reconstructed	-2.20453e-11
SOAG	3	70	max_reconstructed	2.14345e-09
SOAG	3	70	mean_reconstructed	2.86189e-11
SOAG	3	70	std_reconstructed	8.67249e-11
SOAG	3	70	max_error	0.0460008
SOAG	3	70	rms_error	0.000617309
SOAG	3	70	correlation	0.999884
SOAG	3	70	srr	6.03448
SOAG	3	70	precisionbits	3.4422
dgnw_a01	3	70	min_original	4.92289e-08
dgnw_a01	3	70	max_original	4.81925e-07
dgnw_a01	3	70	mean_original	1.66719e-07
dgnw_a01	3	70	std_original	7.7506e-08
dgnw_a01	3	70	min_reconstructed	4.92402e-08
dgnw_a01	3	70	max_reconstructed	4.81921e-07
dgnw_a01	3	70	mean_reconstructed	1.66719e-07
dgnw_a01	3	70	std_reconstructed	7.7506e-08
dgnw_a01	3	70	max_error	0.00642808
dgnw_a01	3	70	rms_error	0.000110834
dgnw_a01	3	70	correlation	1
dgnw_a01	3	70	srr	10.6583
dgnw_a01	3	70	precisionbits	6.2814
QC	3	70	min_original	0
QC	3	70	max_original	8.70183e-08
QC	3	70	mean_original	1.93327e-09
QC	3	70	std_original	5.52514e-09
QC	3	70	min_reconstructed	-5.90964e-10
QC	3	70	max_reconstructed	8.68343e-08
QC	3	70	mean_reconstructed	1.93327e-09
QC	3	70	std_reconstructed	5.52491e-09
QC	3	70	max_error	0.0235042
QC	3	70	rms_error	0.000568359
QC	3	70	correlation	0.99996
QC	3	70	srr	6.80367
QC	3	70	precisionbits	4.41094
CCN3	3	80	min_original	3.37544e-05
CCN3	3	80	max_original	1237.94
CCN3	3	80	mean_original	26.6431
CCN3	3	80	std_original	55.6838
CCN3	3	80	min_reconstructed	-0.00538217
CCN3	3	80	max_reconstructed	1237.92
CCN3	3	80	mean_reconstructed	26.6431
CCN3	3	80	std_reconstructed	55.6838
CCN3	3	80	max_error	0.000546108
CCN3	3	80	rms_error	1.04497e-05
CCN3	3	80	correlation	1
CCN3	3	80	srr	12.0716
CCN3	3	80	precisionbits	9.83853
dst_a1	3	80	min_original	3.56598e-14
dst_a1	3	80	max_original	1.95292e-07
dst_a1	3	80	mean_original	6.50608e-10
dst_a1	3	80	std_original	3.33261e-09
dst_a1	3	80	min_reconstructed	-2.336e-10
dst_a1	3	80	max_reconstructed	1.94775e-07
dst_a1	3	80	mean_reconstructed	6.50608e-10
dst_a1	3	80	std_reconstructed	3.33247e-09
dst_a1	3	80	max_error	0.00481673
dst_a1	3	80	rms_error	0.000157401
dst_a1	3	80	correlation	0.999957
dst_a1	3	80	srr	6.76043
dst_a1	3	80	precisionbits	6.69773
dst_a3	3	80	min_original	9.76073e-22
dst_a3	3	80	max_original	4.80757e-06
dst_a3	3	80	mean_original	8.21532e-09
dst_a3	3	80	std_original	5.82361e-08
dst_a3	3	80	min_reconstructed	-8.95045e-09
dst_a3	3	80	max_reconstructed	4.82308e-06
dst_a3	3	80	mean_reconstructed	8.21532e-09
dst_a3	3	80	std_reconstructed	5.8234e-08
dst_a3	3	80	max_error	0.0078506
dst_a3	3	80	rms_error	0.000102949
dst_a3	3	80	correlation	0.999964
dst_a3	3	80	srr	6.87853
dst_a3	3	80	precisionbits	5.99298
CLDICE	3	80	min_original	0
CLDICE	3	80	max_original	7.20326e-05
CLDICE	3	80	mean_original	7.17942e-07
CLDICE	3	80	std_original	1.7575e-06
CLDICE	3	80	min_reconstructed	-1.7144e-07
CLDICE	3	80	max_reconstructed	7.20326e-05
CLDICE	3	80	mean_reconstructed	7.17942e-07
CLDICE	3	80	std_reconstructed	1.75745e-06
CLDICE	3	80	max_error	0.0245669
CLDICE	3	80	rms_error	0.000185377
CLDICE	3	80	correlation	0.999971
CLDICE	3	80	srr	7.0402
CLDICE	3	80	precisionbits	4.34714
IWC	3	80	min_original	0
IWC	3	80	max_original	4.12265e-05
IWC	3	80	mean_original	7.71055e-07
IWC	3	80	std_original	2.23987e-06
IWC	3	80	min_reconstructed	-2.70727e-08
IWC	3	80	max_reconstructed	4.12265e-05
IWC	3	80	mean_reconstructed	7.71055e-07
IWC	3	80	std_reconstructed	2.23987e-06
IWC	3	80	max_error	0.00191737
IWC	3	80	rms_error	1.9637e-05
IWC	3	80	correlation	1
IWC	3	80	srr	11.434
IWC	3	80	precisionbits	8.02666
CLDLIQ	3	80	min_original	0
CLDLIQ	3	80	max_original	0.00016955
CLDLIQ	3	80	mean_original	3.0711e-06
CLDLIQ	3	80	std_original	7.7193e-06
CLDLIQ	3	80	min_reconstructed	-2.76084e-08
CLDLIQ	3	80	max_reconstructed	0.00016955
CLDLIQ	3	80	mean_reconstructed	3.0711e-06
CLDLIQ	3	80	std_reconstructed	7.7193e-06
CLDLIQ	3	80	max_error	0.00018977
CLDLIQ	3	80	rms_error	2.21921e-06
CLDLIQ	3	80	correlation	1
CLDLIQ	3	80	srr	14.3244
CLDLIQ	3	80	precisionbits	11.3635
DCQ	3	80	min_original	-1.92217e-07
DCQ	3	80	max_original	4.15146e-08
DCQ	3	80	mean_original	-3.7514e-09
DCQ	3	80	std_original	1.08604e-08
DCQ	3	80	min_reconstructed	-1.92217e-07
DCQ	3	80	max_reconstructed	4.15145e-08
DCQ	3	80	mean_reconstructed	-3.7514e-09
DCQ	3	80	std_reconstructed	1.08604e-08
DCQ	3	80	max_error	0.000124855
DCQ	3	80	rms_error	1.5251e-06
DCQ	3	80	correlation	1
DCQ	3	80	srr	14.895
DCQ	3	80	precisionbits	11.9675
T	3	80	min_original	189.082
T	3	80	max_original	303.072
T	3	80	mean_original	242.867
T	3	80	std_original	32.7865
T	3	80	min_reconstructed	189.082
T	3	80	max_reconstructed	303.072
T	3	80	mean_reconstructed	242.867
T	3	80	std_reconstructed	32.7865
T	3	80	max_error	3.30208e-05
T	3	80	rms_error	9.20297e-07
T	3	80	correlation	1
T	3	80	srr	18.2536
T	3	80	precisionbits	13.8863
CMFDQ	3	80	min_original	-1.88457e-07
CMFDQ	3	80	max_original	3.40484e-08
CMFDQ	3	80	mean_original	-3.21044e-09
CMFDQ	3	80	std_original	1.04241e-08
CMFDQ	3	80	min_reconstructed	-1.88457e-07
CMFDQ	3	80	max_reconstructed	3.40482e-08
CMFDQ	3	80	mean_reconstructed	-3.21044e-09
CMFDQ	3	80	std_reconstructed	1.04241e-08
CMFDQ	3	80	max_error	0.000223435
CMFDQ	3	80	rms_error	2.40401e-06
CMFDQ	3	80	correlation	1
CMFDQ	3	80	srr	14.2503
CMFDQ	3	80	precisionbits	11.1279
pom_a1	3	80	min_original	1.37156e-14
pom_a1	3	80	max_original	2.42032e-08
pom_a1	3	80	mean_original	1.16573e-10
pom_a1	3	80	std_original	4.27212e-10
pom_a1	3	80	min_reconstructed	-1.40933e-12
pom_a1	3	80	max_reconstructed	2.42034e-08
pom_a1	3	80	mean_reconstructed	1.16573e-10
pom_a1	3	80	std_reconstructed	4.27212e-10
pom_a1	3	80	max_error	0.000457569
pom_a1	3	80	rms_error	5.61467e-06
pom_a1	3	80	correlation	1
pom_a1	3	80	srr	11.6183
pom_a1	3	80	precisionbits	10.0937
wat_a2	3	80	min_original	0
wat_a2	3	80	max_original	9.04323e-10
wat_a2	3	80	mean_original	5.97573e-12
wat_a2	3	80	std_original	1.39623e-11
wat_a2	3	80	min_reconstructed	-1.4131e-14
wat_a2	3	80	max_reconstructed	9.04323e-10
wat_a2	3	80	mean_reconstructed	5.97573e-12
wat_a2	3	80	std_reconstructed	1.39623e-11
wat_a2	3	80	max_error	0.000247195
wat_a2	3	80	rms_error	3.24006e-06
wat_a2	3	80	correlation	1
wat_a2	3	80	srr	12.2183
wat_a2	3	80	precisionbits	10.9821
wat_a3	3	80	min_original	0
wat_a3	3	80	max_original	2.6321e-07
wat_a3	3	80	mean_original	1.14976e-08
wat_a3	3	80	std_original	2.89249e-08
wat_a3	3	80	min_reconstructed	-2.01503e-11
wat_a3	3	80	max_reconstructed	2.63206e-07
wat_a3	3	80	mean_reconstructed	1.14976e-08
wat_a3	3	80	std_reconstructed	2.89249e-08
wat_a3	3	80	max_error	0.000392092
wat_a3	3	80	rms_error	5.00043e-06
wat_a3	3	80	correlation	1
wat_a3	3	80	srr	14.4237
wat_a3	3	80	precisionbits	10.3165
wat_a1	3	80	min_original	0
wat_a1	3	80	max_original	2.98927e-08
wat_a1	3	80	mean_original	1.11377e-09
wat_a1	3	80	std_original	2.39132e-09
wat_a1	3	80	min_reconstructed	-1.60243e-13
wat_a1	3	80	max_reconstructed	2.98932e-08
wat_a1	3	80	mean_reconstructed	1.11377e-09
wat_a1	3	80	std_reconstructed	2.39132e-09
wat_a1	3	80	max_error	0.00058009
wat_a1	3	80	rms_error	7.32498e-06
wat_a1	3	80	correlation	1
wat_a1	3	80	srr	13.4148
wat_a1	3	80	precisionbits	9.75144
SLV	3	80	min_original	239579
SLV	3	80	max_original	608620
SLV	3	80	mean_original	354664
SLV	3	80	std_original	78501
SLV	3	80	min_reconstructed	239575
SLV	3	80	max_reconstructed	608621
SLV	3	80	mean_reconstructed	354664
SLV	3	80	std_reconstructed	78501
SLV	3	80	max_error	0.000152133
SLV	3	80	rms_error	7.37813e-06
SLV	3	80	correlation	1
SLV	3	80	srr	14.8153
SLV	3	80	precisionbits	11.6824
DMS	3	80	min_original	0
DMS	3	80	max_original	1.59842e-09
DMS	3	80	mean_original	3.02511e-11
DMS	3	80	std_original	8.78583e-11
DMS	3	80	min_reconstructed	-1.54992e-13
DMS	3	80	max_reconstructed	1.59842e-09
DMS	3	80	mean_reconstructed	3.02511e-11
DMS	3	80	std_reconstructed	8.78583e-11
DMS	3	80	max_error	0.00028194
DMS	3	80	rms_error	2.97615e-06
DMS	3	80	correlation	1
DMS	3	80	srr	14.1728
DMS	3	80	precisionbits	10.7923
CLDFSNOW	3	80	min_original	0
CLDFSNOW	3	80	max_original	0.719323
CLDFSNOW	3	80	mean_original	0.0607795
CLDFSNOW	3	80	std_original	0.0894278
CLDFSNOW	3	80	min_reconstructed	-0.000256447
CLDFSNOW	3	80	max_reconstructed	0.719307
CLDFSNOW	3	80	mean_reconstructed	0.0607795
CLDFSNOW	3	80	std_reconstructed	0.0894278
CLDFSNOW	3	80	max_error	0.000645524
CLDFSNOW	3	80	rms_error	7.79241e-06
CLDFSNOW	3	80	correlation	1
CLDFSNOW	3	80	srr	13.9616
CLDFSNOW	3	80	precisionbits	9.59724
DTV	3	80	min_original	-0.000232191
DTV	3	80	max_original	0.00041373
DTV	3	80	mean_original	4.45256e-06
DTV	3	80	std_original	1.67765e-05
DTV	3	80	min_reconstructed	-0.00023219
DTV	3	80	max_reconstructed	0.00041373
DTV	3	80	mean_reconstructed	4.45256e-06
DTV	3	80	std_reconstructed	1.67765e-05
DTV	3	80	max_error	3.52008e-05
DTV	3	80	rms_error	4.14482e-07
DTV	3	80	correlation	1
DTV	3	80	srr	15.9354
DTV	3	80	precisionbits	13.794
H2O2	3	80	min_original	9.43771e-13
H2O2	3	80	max_original	3.55469e-09
H2O2	3	80	mean_original	2.0515e-10
H2O2	3	80	std_original	2.89616e-10
H2O2	3	80	min_reconstructed	9.44031e-13
H2O2	3	80	max_reconstructed	3.55469e-09
H2O2	3	80	mean_reconstructed	2.0515e-10
H2O2	3	80	std_reconstructed	2.89616e-10
H2O2	3	80	max_error	2.24597e-05
H2O2	3	80	rms_error	3.61508e-07
H2O2	3	80	correlation	1
H2O2	3	80	srr	17.7824
H2O2	3	80	precisionbits	14.4423
ANRAIN	3	80	min_original	0
ANRAIN	3	80	max_original	53829.5
ANRAIN	3	80	mean_original	845.417
ANRAIN	3	80	std_original	2542.07
ANRAIN	3	80	min_reconstructed	-3.87605
ANRAIN	3	80	max_reconstructed	53829.5
ANRAIN	3	80	mean_reconstructed	845.417
ANRAIN	3	80	std_reconstructed	2542.07
ANRAIN	3	80	max_error	0.000128488
ANRAIN	3	80	rms_error	1.45669e-06
ANRAIN	3	80	correlation	1
ANRAIN	3	80	srr	14.9843
ANRAIN	3	80	precisionbits	11.9261
dgnd_a03	3	80	min_original	1.00004e-06
dgnd_a03	3	80	max_original	3.78263e-06
dgnd_a03	3	80	mean_original	1.22267e-06
dgnd_a03	3	80	std_original	2.22918e-07
dgnd_a03	3	80	min_reconstructed	1.00004e-06
dgnd_a03	3	80	max_reconstructed	3.78263e-06
dgnd_a03	3	80	mean_reconstructed	1.22267e-06
dgnd_a03	3	80	std_reconstructed	2.22918e-07
dgnd_a03	3	80	max_error	4.67052e-05
dgnd_a03	3	80	rms_error	8.369e-07
dgnd_a03	3	80	correlation	1
dgnd_a03	3	80	srr	16.5466
dgnd_a03	3	80	precisionbits	13.3861
FREQL	3	80	min_original	0
FREQL	3	80	max_original	0.86016
FREQL	3	80	mean_original	0.0468375
FREQL	3	80	std_original	0.104814
FREQL	3	80	min_reconstructed	-0.000135992
FREQL	3	80	max_reconstructed	0.86016
FREQL	3	80	mean_reconstructed	0.0468375
FREQL	3	80	std_reconstructed	0.104814
FREQL	3	80	max_error	0.000182451
FREQL	3	80	rms_error	2.00276e-06
FREQL	3	80	correlation	1
FREQL	3	80	srr	15.8922
FREQL	3	80	precisionbits	11.4202
ICIMR	3	80	min_original	0
ICIMR	3	80	max_original	0.00012157
ICIMR	3	80	mean_original	2.08026e-06
ICIMR	3	80	std_original	5.65876e-06
ICIMR	3	80	min_reconstructed	-2.22284e-08
ICIMR	3	80	max_reconstructed	0.00012157
ICIMR	3	80	mean_reconstructed	2.08026e-06
ICIMR	3	80	std_reconstructed	5.65876e-06
ICIMR	3	80	max_error	0.00156145
ICIMR	3	80	rms_error	1.65516e-05
ICIMR	3	80	correlation	1
ICIMR	3	80	srr	11.4575
ICIMR	3	80	precisionbits	8.3229
Z3	3	80	min_original	41.1775
Z3	3	80	max_original	37654.4
Z3	3	80	mean_original	11238.9
Z3	3	80	std_original	10065.7
Z3	3	80	min_reconstructed	41.7085
Z3	3	80	max_reconstructed	37654.4
Z3	3	80	mean_reconstructed	11238.9
Z3	3	80	std_reconstructed	10065.7
Z3	3	80	max_error	0.000189117
Z3	3	80	rms_error	5.17973e-06
Z3	3	80	correlation	1
Z3	3	80	srr	15.6569
Z3	3	80	precisionbits	11.3684
WSUB	3	80	min_original	0.2
WSUB	3	80	max_original	1.30369
WSUB	3	80	mean_original	0.245025
WSUB	3	80	std_original	0.0820812
WSUB	3	80	min_reconstructed	0.199991
WSUB	3	80	max_reconstructed	1.30369
WSUB	3	80	mean_reconstructed	0.245025
WSUB	3	80	std_reconstructed	0.0820812
WSUB	3	80	max_error	2.73956e-05
WSUB	3	80	rms_error	3.06101e-07
WSUB	3	80	correlation	1
WSUB	3	80	srr	17.8956
WSUB	3	80	precisionbits	14.1557
FREQS	3	80	min_original	0
FREQS	3	80	max_original	0.940525
FREQS	3	80	mean_original	0.0930056
FREQS	3	80	std_original	0.156255
FREQS	3	80	min_reconstructed	-1.26623e-05
FREQS	3	80	max_reconstructed	0.940525
FREQS	3	80	mean_reconstructed	0.0930056
FREQS	3	80	std_reconstructed	0.156255
FREQS	3	80	max_error	3.60418e-05
FREQS	3	80	rms_error	5.23832e-07
FREQS	3	80	correlation	1
FREQS	3	80	srr	18.3046
FREQS	3	80	precisionbits	13.76
AQSNOW	3	80	min_original	0
AQSNOW	3	80	max_original	0.00024403
AQSNOW	3	80	mean_original	3.16677e-06
AQSNOW	3	80	std_original	6.6366e-06
AQSNOW	3	80	min_reconstructed	-1.20792e-07
AQSNOW	3	80	max_reconstructed	0.000244028
AQSNOW	3	80	mean_reconstructed	3.16677e-06
AQSNOW	3	80	std_reconstructed	6.6366e-06
AQSNOW	3	80	max_error	0.000622206
AQSNOW	3	80	rms_error	6.92261e-06
AQSNOW	3	80	correlation	1
AQSNOW	3	80	srr	11.9398
AQSNOW	3	80	precisionbits	9.65032
NUMICE	3	80	min_original	0
NUMICE	3	80	max_original	854591
NUMICE	3	80	mean_original	6914.6
NUMICE	3	80	std_original	20217.7
NUMICE	3	80	min_reconstructed	-4352.2
NUMICE	3	80	max_reconstructed	854591
NUMICE	3	80	mean_reconstructed	6914.6
NUMICE	3	80	std_reconstructed	20216.7
NUMICE	3	80	max_error	0.0218056
NUMICE	3	80	rms_error	0.000235339
NUMICE	3	80	correlation	0.999951
NUMICE	3	80	srr	6.65142
NUMICE	3	80	precisionbits	4.51915
Q	3	80	min_original	1.24165e-06
Q	3	80	max_original	0.0183988
Q	3	80	mean_original	0.00258097
Q	3	80	std_original	0.00426885
Q	3	80	min_reconstructed	1.03833e-06
Q	3	80	max_reconstructed	0.0183993
Q	3	80	mean_reconstructed	0.00258097
Q	3	80	std_reconstructed	0.00426885
Q	3	80	max_error	0.000909584
Q	3	80	rms_error	2.31864e-05
Q	3	80	correlation	1
Q	3	80	srr	13.2888
Q	3	80	precisionbits	9.10251
VQ	3	80	min_original	-0.092088
VQ	3	80	max_original	0.107227
VQ	3	80	mean_original	0.000428235
